scientific_name,native_provinces
Maianthemum stellatum,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Maianthemum trifolium,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Malaxis bayardii,NS
Malaxis monophyllos,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Malaxis paludosa,AB|BC|MB|NT|ON|SK|YT
Malaxis unifolia,MB|NB|NS|ON|PE|PM|QC
Malus coronaria,ON
Malus fusca,BC
Marah oregana,BC
Marsilea vestita,AB|BC|SK
Matricaria discoidea,BC
Matteuccia pensylvanica,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Meconella oregana,BC
Medeola virginiana,NB|NS|ON|PE|QC
Melampyrum lineare,AB|BC|MB|NB|NS|ON|PE|QC|SK
Melanocalyx uniflora,AB|BC|MB|NT|NU|ON|QC|YT
Melica bulbosa,BC|SK
Melica fugax,BC
Melica harfordii,BC
Melica smithii,AB|BC|ON|QC
Melica spectabilis,AB|BC
Melica subulata,AB|BC
Menispermum canadense,MB|ON|QC
Mentha canadensis,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Mentzelia albicaulis,BC|SK
Mentzelia decapetala,AB|MB|SK
Mentzelia dispersa,BC
Mentzelia laevicaulis,BC
Menyanthes trifoliata,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Menziesia ferruginea,AB|BC
Mertensia drummondii,NT|NU
Mertensia lanceolata,AB|MB|SK
Mertensia longiflora,AB|BC
Mertensia maritima,BC|MB|NB|NS|NT|NU|ON|PM|QC|YT
Mertensia paniculata,AB|BC|MB|NT|ON|QC|SK|YT
Mertensia virginica,ON|QC
Micranthes ferruginea,AB|BC|NT
Micranthes foliolosa,NT|NU|QC|YT
Micranthes gaspensis,QC
Micranthes hieraciifolia,BC|NT|NU|YT
Micranthes idahoensis,BC
Micranthes integrifolia,BC
Micranthes lyallii,AB|BC|NT|YT
Micranthes lyallii × Micranthes odontoloma,BC
Micranthes nelsoniana,AB|BC|NT|NU|YT
Micranthes nidifica,BC
Micranthes nivalis,AB|BC|NT|NU|QC|YT
Micranthes occidentalis,AB|BC|SK
Micranthes odontoloma,AB|BC
Micranthes pensylvanica,MB|ON|SK
Micranthes razshivinii,BC|NT|YT
Micranthes reflexa,BC|NT|YT
Micranthes rufidula,BC
Micranthes rufopilosa,YT
Micranthes spicata,YT
Micranthes stellaris,NU|QC
Micranthes tenuis,BC|NT|NU|QC|YT
Micranthes tischii,BC
Micranthes tolmiei,BC
Micranthes virginiensis,MB|NB|ON|QC
Microgilia minutiflora,BC
Microseris bigelovii,BC
Microseris borealis,BC
Microseris nutans,AB|BC
Microsteris gracilis,AB|BC
Milium effusum,MB|NB|NS|ON|QC|SK
Mimulus alatus,ON
Mimulus alatus × Mimulus ringens,ON
Mimulus ringens,AB|MB|NB|NS|ON|PE|QC|SK
Mirabilis albida,AB|MB|SK
Mirabilis linearis,AB|MB|SK
Mirabilis nyctaginea,AB|MB|ON|SK
Mitchella repens,NB|NS|ON|PE|PM|QC
Mitella diphylla,ON|QC
Mitella nuda,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Mitellastra caulescens,BC
Moehringia lateriflora,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Moehringia macrophylla,BC|MB|NT|ON|QC|SK
Monarda didyma,ON
Monarda fistulosa,AB|BC|MB|ON|QC|SK
Monarda punctata,ON|QC
Monarda ×media,ON
Monardella odoratissima,BC
Moneses uniflora,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Mononeuria groenlandica,NS|ON|QC
Monotropa uniflora,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Montia bostockii,BC|YT
Montia chamissoi,BC
Montia dichotoma,BC
Montia diffusa,BC
Montia fontana,BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|YT
Montia howellii,BC
Montia linearis,AB|BC|SK
Montia parvifolia,AB|BC
Morella californica,BC
Morella pensylvanica,NB|NS|ON|PE|PM|QC
Morus rubra,ON
Muhlenbergia andina,AB|BC|MB|SK
Muhlenbergia asperifolia,AB|BC|MB|SK
Muhlenbergia cuspidata,AB|MB|ON|SK
Muhlenbergia filiformis,BC
Muhlenbergia frondosa,NB|ON|QC
Muhlenbergia glomerata,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Muhlenbergia mexicana,BC|MB|NB|NS|ON|QC|YT
Muhlenbergia paniculata,AB|MB|SK
Muhlenbergia racemosa,AB|BC|MB|NT|ON|QC|SK
Muhlenbergia richardsonis,AB|BC|MB|NB|NT|ON|QC|SK|YT
Muhlenbergia schreberi,ON
Muhlenbergia sobolifera,ON
Muhlenbergia sylvatica,ON|QC
Muhlenbergia tenuiflora,ON|QC
Muhlenbergia uniflora,NB|NS|ON|PE|PM|QC
Muhlenbergia ×curtisetosa,ON
Munroa squarrosa,AB|SK
Musineon divaricatum,AB|MB|SK
Myosotis asiatica,AB|BC|NT|YT
Myosotis laxa,AB|BC|NB|NS|ON|PE|PM|QC
Myosotis macrosperma,ON
Myosotis verna,BC|ON|QC
Myosurus apetalus,AB|BC|SK
Myosurus minimus,AB|BC|MB|ON|SK
Myrica gale,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Myriophyllum alterniflorum,MB|NB|NS|NT|ON|PM|QC|SK
Myriophyllum farwellii,BC|MB|NB|NS|ON|QC
Myriophyllum heterophyllum,NB|ON|PE|QC
Myriophyllum hippuroides,BC
Myriophyllum humile,NB|NS|QC
Myriophyllum pinnatum,BC|SK
Myriophyllum quitense,BC
Myriophyllum sibiricum,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Myriophyllum tenellum,NB|NS|ON|PE|PM|QC
Myriophyllum ussuriense,BC
Myriophyllum verticillatum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Myriopteris gracilis,AB|BC
Myriopteris gracillima,AB|BC
Nabalus albus,MB|ON|QC|SK
Nabalus altissimus,NB|NS|ON|PE|QC
Nabalus hastatus,AB|BC
Nabalus racemosus,AB|BC|MB|NB|NS|ON|QC|SK
Nabalus sagittatus,AB|BC
Nabalus trifoliolatus,NB|NS|PE|PM|QC
Nabalus ×mainensis,NB|NS|QC
Najas canadensis,ON|QC
Najas flexilis,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Najas gracillima,NB|NS|ON|QC
Najas guadalupensis,AB|MB|ON|QC
Nardus stricta,QC
Nassella viridula,AB|BC|MB|NT|SK
Navarretia divaricata,BC
Navarretia intertexta,BC
Navarretia propinqua,BC
Navarretia saximontana,AB|SK
Navarretia squarrosa,BC
Nelumbo lutea,ON
Nemophila breviflora,AB|BC
Nemophila parviflora,BC
Nemophila pedunculata,BC
Neoholmgrenia andina,AB|BC|SK
Neottia auriculata,MB|NB|ON|QC
Neottia banksiana,AB|BC
Neottia bifolia,NB|NS|ON|QC
Neottia borealis,AB|BC|MB|NT|NU|ON|QC|SK|YT
Neottia convallarioides,AB|BC|NB|NS|ON|PE|PM|QC
Neottia cordata,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Neottia ×veltmanii,NB|ON|QC
Nephrophyllidium crista-galli,BC
Nestotus macleanii,YT
Nicotiana attenuata,BC
Noccaea arctica,YT
Nothocalais cuspidata,AB|MB|SK
Nothocalais troximoides,BC
Nothochelone nemorosa,BC
Nuphar advena,ON
Nuphar microphylla,MB|NB|NS|ON|QC
Nuphar polysepala,BC|NT|YT
Nuphar variegata,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Nuphar ×rubrodisca,NB|NS|ON|QC
Nuttallanthus canadensis,NB|NS|ON|QC
Nuttallanthus texanus,AB|BC|SK
Nymphaea leibergii,AB|BC|MB|NT|ON|QC|SK
Nymphaea loriana,MB|SK
Nymphaea odorata,MB|NB|NS|ON|PE|QC|SK
Nymphaea tetragona,AB|BC|MB|NT|SK|YT
Nymphoides cordata,NB|NS|ON|QC
Nyssa sylvatica,ON
Oclemena acuminata,NB|NS|ON|PE|QC
Oclemena nemoralis,NB|NS|ON|PE|PM|QC
Oclemena ×blakei,NB|NS|ON|PE|QC
Odontarrhena americana,YT
Oemleria cerasiformis,BC
Oenanthe sarmentosa,BC
Oenothera biennis,AB|MB|NB|NS|ON|PE|QC|SK
Oenothera cespitosa,AB|MB|SK
Oenothera clelandii,ON
Oenothera flava,AB|MB|SK
Oenothera fruticosa,MB
Oenothera gaura,ON|QC
Oenothera nutans,ON
Oenothera nuttallii,AB|MB|SK
Oenothera oakesiana,NB|ON|PE|QC
Oenothera pallida,BC
Oenothera parviflora,MB|NB|NS|ON|PE|PM|QC
Oenothera perennis,MB|NB|NS|ON|PE|PM|QC
Oenothera pilosella,ON|QC
Oenothera serrulata,AB|MB|SK
Oenothera suffrutescens,AB|BC|MB|SK
Oenothera villosa,AB|BC|MB|NS|ON|QC|SK
Olsynium douglasii,BC
Omalotheca norvegica,QC
Omalotheca supina,QC
Omalotheca sylvatica,NB|NS|ON|PE|PM|QC
Onoclea sensibilis,MB|NB|NS|ON|PE|PM|QC
Ophioglossum pusillum,BC|MB|NB|NS|ON|PE|PM|QC
Oplopanax horridus,AB|BC|ON|YT
Opuntia cespitosa,ON
Opuntia fragilis,AB|BC|MB|ON|SK
Opuntia polyacantha,AB|SK
Opuntia ×columbiana,BC
Oreocarya glomerata,AB|BC|SK
Oreojuncus trifidus,NB|NS|NU|PM|QC
Oreomecon alborosea,BC|YT
Oreomecon cornwallisensis,NT|NU|YT
Oreomecon dahliana,NT|NU|YT
Oreomecon hultenii,NT|NU|YT
Oreomecon keelei,NT|YT
Oreomecon kluanensis,AB|BC|YT
Oreomecon labradorica,NU|QC
Oreomecon lapponica,BC|NT|NU|YT
Oreomecon mcconnellii,NT|YT
Oreomecon nudicaulis,BC|YT
Oreomecon pygmaea,AB|BC
Oreomecon walpolei,YT
Oreopteris quelpartensis,BC
Orthilia secunda,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Orthocarpus barbatus,BC
Orthocarpus bracteosus,BC
Orthocarpus imbricatus,BC
Orthocarpus luteus,AB|BC|MB|NT|SK|YT
Orthocarpus tenuifolius,BC
Oryzopsis asperifolia,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Osmorhiza berteroi,AB|BC|NB|NS|ON|QC|SK
Osmorhiza claytonii,MB|NB|NS|ON|PE|QC
Osmorhiza depauperata,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Osmorhiza longistylis,AB|MB|NB|NS|ON|PE|QC|SK
Osmorhiza occidentalis,AB|BC
Osmorhiza purpurea,AB|BC
Osmunda spectabilis,NB|NS|ON|PE|PM|QC
Osmundastrum cinnamomeum,NB|NS|ON|PE|PM|QC
Ostrya virginiana,MB|NB|NS|ON|PE|QC
Oxalis montana,NB|NS|ON|PE|PM|QC
Oxalis oregana,BC
Oxybasis chenopodioides,BC
Oxybasis rubra,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Oxybasis salina,AB|BC|MB|NT|NU|ON|QC|SK
Oxypolis occidentalis,BC
Oxypolis rigidior,ON
Oxyria digyna,AB|BC|NS|NT|NU|QC|YT
Oxytropis arctica,MB|NT|NU|YT
Oxytropis besseyi,SK
Oxytropis borealis,AB|BC|NT|NU|ON|QC|YT
Oxytropis campestris,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Oxytropis deflexa,AB|BC|MB|NB|NT|NU|ON|QC|SK|YT
Oxytropis huddelsonii,BC|YT
Oxytropis lagopus,AB
Oxytropis lambertii,MB|SK
Oxytropis maydelliana,BC|MB|NT|NU|QC|YT
Oxytropis mertensiana,YT
Oxytropis nigrescens,BC|NT|NU|QC|YT
Oxytropis podocarpa,AB|BC|NU|QC
Oxytropis scammaniana,BC|NT|YT
Oxytropis sericea,AB|BC|MB|SK|YT
Oxytropis splendens,AB|BC|MB|NT|ON|SK|YT
Ozomelis trifida,AB|BC
Packera aurea,MB|NB|NS|ON|PE|PM|QC
Packera aurea × Packera schweinitziana,NB
Packera cana,AB|BC|MB|SK
Packera contermina,AB|BC
Packera heterophylla,AB|BC|NT|QC|YT
Packera hyperborealis,NT|NU|YT
Packera indecora,AB|BC|MB|NT|NU|ON|QC|SK|YT
Packera macounii,BC
Packera obovata,ON|QC
Packera ogotorukensis,BC|NT|YT
Packera pauciflora,AB|BC|NT|ON|QC|SK|YT
Packera paupercula,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Packera plattensis,BC|ON|SK
Packera pseudaurea,AB|BC|ON|SK
Packera schweinitziana,NB|NS|PE|QC
Packera streptanthifolia,AB|BC|NT|SK|YT
Packera subnuda,AB|BC
Packera tridenticulata,MB
Palustricodon aparinoides,AB|MB|NB|NS|ON|QC|SK
Panax quinquefolius,ON|QC
Panax trifolius,NB|NS|ON|PE|QC
Panicum capillare,AB|BC|MB|NB|NS|NT|ON|QC|SK
Panicum flexile,ON|QC
Panicum gattingeri,ON|QC
Panicum philadelphicum,NB|NS|ON|QC
Panicum tuckermanii,NB|NS|ON|QC
Panicum virgatum,MB|NS|ON|QC|SK
Parietaria pensylvanica,AB|BC|MB|ON|QC|SK|YT
Parnassia fimbriata,AB|BC|NT|YT
Parnassia glauca,MB|NB|ON|QC|SK
Parnassia kotzebuei,AB|BC|MB|NT|NU|ON|QC|SK|YT
Parnassia palustris,AB|BC|MB|NT|NU|ON|QC|SK|YT
Parnassia parviflora,AB|BC|MB|NS|NU|ON|PE|QC|SK
Parogonum ciliinode,MB|NB|NS|ON|PE|QC|SK
Paronychia canadensis,ON
Paronychia fastigiata,ON
Paronychia sessiliflora,AB|SK
Parrya arctica,NT|NU
Parrya nudicaulis,BC|NT|NU|YT
Parthenocissus quinquefolia,ON
Parthenocissus vitacea,MB|NB|NS|ON|QC|SK
Pascopyrum smithii,AB|BC|MB|ON|SK
Paspalum setaceum,ON
Patis racemosa,ON|QC
Paxistima myrsinites,AB|BC
Pectiantia pentandra,AB|BC|NT|YT
Pectocarya penicillata,BC
Pedicularis bracteosa,AB|BC
Pedicularis canadensis,MB|NB|ON|QC
Pedicularis capitata,AB|BC|NT|NU|YT
Pedicularis contorta,AB|BC
Pedicularis flammea,AB|MB|NT|NU|ON|QC
Pedicularis furbishiae,NB
Pedicularis groenlandica,AB|BC|MB|NT|NU|ON|QC|SK|YT
Pedicularis hirsuta,NT|NU|QC
Pedicularis labradorica,AB|BC|MB|NT|NU|ON|QC|SK|YT
Pedicularis lanata,AB|BC|NT|NU|QC|YT
Pedicularis lanceolata,MB|ON
Pedicularis langsdorffii,AB|BC|NT|NU|YT
Pedicularis lapponica,MB|NT|NU|ON|QC|YT
Pedicularis oederi,AB|BC|NT|YT
Pedicularis ornithorhynchos,BC
Pedicularis palustris,NS|QC
Pedicularis parviflora,AB|BC|MB|NT|NU|ON|QC|SK|YT
Pedicularis pennellii,BC
Pedicularis racemosa,AB|BC
Pedicularis sudetica,AB|BC|MB|NT|NU|ON|QC|YT
Pedicularis verticillata,BC|NT|YT
Pediomelum argophyllum,AB|MB|SK
Pediomelum esculentum,AB|MB|SK
Pelecyphora vivipara,AB|MB|SK
Pellaea atropurpurea,ON|QC
Pellaea breweri,BC
Pellaea gastonyi,AB|BC|MB|SK
Pellaea glabella,AB|BC|MB|NT|ON|QC|SK
Peltandra virginica,ON|QC
Penstemon albertinus,AB|BC
Penstemon albidus,AB|MB|SK
Penstemon confertus,AB|BC|SK
Penstemon davidsonii,BC
Penstemon ellipticus,AB|BC
Penstemon eriantherus,AB|BC
Penstemon fruticosus,AB|BC
Penstemon gormanii,BC|NT|YT
Penstemon gracilis,AB|BC|MB|ON|SK
Penstemon hirsutus,ON|QC
Penstemon lyallii,AB|BC
Penstemon nitidus,AB|BC|MB|SK
Penstemon ovatus,BC
Penstemon procerus,AB|BC|MB|SK|YT
Penstemon pruinosus,BC
Penstemon richardsonii,BC
Penstemon serrulatus,BC
Pentagramma triangularis,BC
Penthorum sedoides,MB|NB|ON|QC
Perideridia montana,AB|BC|SK
Peritoma serrulata,AB|BC|MB|SK
Persicaria amphibia,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Persicaria arifolia,NB|NS|ON|PE|QC
Persicaria careyi,NB|ON|QC
Persicaria coccinea,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Persicaria hydropiperoides,BC|NB|NS|ON|QC
Persicaria hydropiperoides × Persicaria robustior,NS
Persicaria lapathifolia,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Persicaria pensylvanica,NB|NS|ON|PE|QC
Persicaria punctata,BC|MB|NB|NS|ON|PE|QC|SK
Persicaria robustior,NS|ON|QC
Persicaria sagittata,MB|NB|NS|ON|PE|PM|QC
Persicaria virginiana,ON|QC
Petasites frigidus,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Phacelia campanularia,AB
Phacelia franklinii,AB|BC|MB|NT|ON|SK|YT
Phacelia hastata,AB|BC
Phacelia heterophylla,BC
Phacelia leptosepala,BC
Phacelia linearis,AB|BC
Phacelia lyallii,AB|BC
Phacelia mollis,YT
Phacelia purshii,ON
Phacelia ramosissima,BC
Phacelia sericea,AB|BC
Phalaris arundinacea,AB|BC|MB|NB|NS|NT|ON|PM|QC|SK|YT
Phegopteris connectilis,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Phegopteris excelsior,NS|QC
Phegopteris hexagonoptera,ON|QC
Phemeranthus sediformis,BC
Philadelphus lewisii,AB|BC
Phippsia algida,BC|NT|NU|QC|YT
Phippsia concinna,NT|NU
Phleum alpinum,AB|BC|NS|NT|ON|PM|QC|SK|YT
Phlox alaskensis,NT|YT
Phlox alyssifolia,AB|SK
Phlox caespitosa,BC
Phlox diffusa,BC
Phlox divaricata,ON
Phlox hoodii,AB|MB|SK
Phlox longifolia,BC
Phlox pilosa,MB
Phlox richardsonii,NT|NU|YT
Phlox speciosa,BC
Phlox subulata,ON
Phragmites australis,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Phryma leptostachya,MB|NB|ON|QC
Phyla lanceolata,ON
Phyllodoce caerulea,MB|NS|NT|NU|ON|QC
Phyllodoce empetriformis,AB|BC|NT|YT
Phyllodoce glanduliflora,AB|BC|NT|YT
Phyllodoce ×intermedia,AB|BC|YT
Phyllospadix scouleri,BC
Phyllospadix serrulatus,BC
Phyllospadix torreyi,BC
Physalis heterophylla,ON|QC
Physalis longifolia,ON
Physalis virginiana,MB|ON
Physaria arctica,AB|BC|MB|NT|NU|QC|YT
Physaria arenosa,AB|MB|SK
Physaria calderi,NT|YT
Physaria didymocarpa,AB|BC
Physaria douglasii,BC
Physaria spatulata,AB|SK
Physematium obtusum,ON|QC
Physematium oreganum,AB|BC|MB|ON|QC|SK
Physematium scopulinum,AB|BC|MB|ON|QC|SK|YT
Physematium ×maxonii,ON
Physocarpus capitatus,BC
Physocarpus intermedius,ON
Physocarpus malvaceus,AB|BC
Physocarpus opulifolius,NB|NS|ON|QC
Physostegia ledinghamii,AB|MB|NT|SK
Physostegia parviflora,AB|BC|MB|SK
Physostegia virginiana,MB|ON|QC
Phytolacca americana,NB|ON|QC
Picea engelmannii,AB|BC
Picea glauca,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Picea mariana,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Picea mariana × Picea rubens,NB
Picea rubens,NB|NS|ON|PE|PM|QC
Picea sitchensis,BC
Picea ×albertiana,AB|BC|MB|SK
Picea ×lutzii,BC
Picradeniopsis oppositifolia,AB|SK
Pilea fontana,ON|QC
Pilea pumila,NB|NS|ON|PE|QC
Pinguicula villosa,AB|BC|MB|NT|NU|ON|QC|SK|YT
Pinguicula vulgaris,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Pinus albicaulis,AB|BC
Pinus banksiana,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK
Pinus contorta,AB|BC|NT|SK|YT
Pinus flexilis,AB|BC
Pinus monticola,AB|BC
Pinus ponderosa,BC
Pinus resinosa,MB|NB|NS|ON|PE|QC
Pinus rigida,ON|QC
Pinus strobus,MB|NB|NS|ON|PE|PM|QC
Pinus ×murraybanksiana,AB|BC|SK
Piptatheropsis canadensis,AB|BC|MB|NB|NS|ON|PE|QC|SK
Piptatheropsis exigua,AB|BC
Piptatheropsis micrantha,AB|BC|MB|SK
Piptatheropsis pungens,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Plagiobothrys figuratus,BC
Plagiobothrys humistratus,BC
Plagiobothrys leptocladus,BC
Plagiobothrys scouleri,AB|BC|MB|SK
Plagiobothrys tenellus,BC
Plantago canescens,AB|BC|NT|NU|YT
Plantago cordata,ON
Plantago elongata,AB|BC|MB|SK
Plantago eriopoda,AB|BC|MB|NT|QC|SK|YT
Plantago macrocarpa,BC
Plantago maritima,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Plantago patagonica,AB|BC|MB|SK
Plantago rugelii,NB|NS|ON|QC
Platanthera aquilonis,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Platanthera blephariglottis,NB|NS|ON|PE|PM|QC
Platanthera chorisiana,BC
Platanthera clavellata,NB|NS|ON|PE|PM|QC
Platanthera dilatata,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Platanthera elegans,BC
Platanthera elongata,BC
Platanthera ephemerantha,BC
Platanthera flava,NB|NS|ON|QC
Platanthera grandiflora,NB|NS|ON|PE|PM|QC
Platanthera hookeri,MB|NB|NS|ON|PE|QC
Platanthera huronensis,AB|BC|MB|NB|NS|ON|PE|QC|YT
Platanthera hyperborea,MB|ON|PM|YT
Platanthera lacera,MB|NB|NS|ON|PE|PM|QC
Platanthera leucophaea,ON
Platanthera macrophylla,NB|NS|ON|QC
Platanthera obtusata,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Platanthera orbiculata,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Platanthera praeclara,MB
Platanthera psycodes,MB|NB|NS|ON|PE|PM|QC
Platanthera shriveri,QC
Platanthera stricta,AB|BC
Platanthera transversa,BC
Platanthera unalascensis,AB|BC|ON|QC
Platanthera ×andrewsii,NB|NS|ON|PE|QC
Platanthera ×hollandiae,ON
Platanthera ×reznicekii,ON
Platanus occidentalis,ON|QC
Plectritis congesta,BC
Plectritis macrocera,BC
Pleuricospora fimbriolata,BC
Pleuropogon refractus,BC
Pleuropogon sabinei,NT|NU|QC
Poa abbreviata,AB|BC|NT|NU|YT
Poa alpina,AB|BC|MB|NS|NT|NU|ON|QC|SK|YT
Poa alsodes,NB|NS|ON|PE|QC
Poa ammophila,NT
Poa arctica,AB|BC|MB|NT|NU|ON|QC|SK|YT
Poa arida,AB|MB|SK
Poa banffiana,AB|BC
Poa confinis,BC
Poa cusickii,AB|BC|MB|SK|YT
Poa fendleriana,AB|BC|MB
Poa flexuosa,NU|QC
Poa glauca,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Poa hartzii,NT|NU|QC|YT
Poa howellii,BC
Poa interior,AB|BC|MB|NT|ON|QC|SK|YT
Poa laxiflora,BC
Poa leptocoma,AB|BC|YT
Poa lettermanii,AB|BC
Poa macrantha,BC
Poa marcida,BC
Poa palustris,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Poa paucispicula,AB|BC|NT|YT
Poa porsildii,NT|YT
Poa pratensis,AB|BC|MB|NT|NU|ON|QC|SK|YT
Poa pseudoabbreviata,BC|NT|YT
Poa saltuensis,NB|NS|ON|PE|PM|QC
Poa secunda,AB|BC|NT|ON|QC|SK|YT
Poa stenantha,AB|BC
Poa suksdorfii,BC
Poa sylvestris,ON
Poa wheeleri,AB|BC
Poa ×gaspensis,QC
Poa ×limosa,AB|BC
Poa ×nematophylla,AB|BC|MB|SK
Podagrostis aequivalvis,BC
Podagrostis humilis,AB|BC|YT
Podistera macounii,NT|YT
Podistera yukonensis,YT
Podophyllum peltatum,NS|ON|QC
Podostemum ceratophyllum,NB|NS|ON|PE|QC
Pogonia ophioglossoides,MB|NB|NS|ON|PE|PM|QC
Polanisia dodecandra,AB|MB|ON|QC|SK
Polemonium boreale,BC|NT|NU|YT
Polemonium californicum,BC
Polemonium elegans,BC
Polemonium micranthum,BC
Polemonium occidentale,AB|BC
Polemonium pulcherrimum,AB|BC|NT|YT
Polemonium vanbruntiae,QC
Polemonium villosissimum,BC|YT
Polemonium villosum,AB|BC|NT|YT
Polemonium viscosum,AB|BC
Polygonatum biflorum,MB|ON|SK
Polygonatum pubescens,NB|NS|ON|QC
Polygonum achoreum,AB|BC|MB|ON|SK|YT
Polygonum articulatum,NB|ON|QC
Polygonum austiniae,AB|BC
Polygonum aviculare,AB|MB|NB|NS|ON|QC
Polygonum douglasii,AB|BC|MB|ON|QC|SK|YT
Polygonum engelmannii,AB|BC
Polygonum erectum,AB|MB|ON|QC
Polygonum fowleri,BC|MB|NB|NS|NT|NU|ON|PE|PM|QC
Polygonum humifusum,NT|NU|YT
Polygonum majus,BC
Polygonum minimum,AB|BC
Polygonum nuttallii,BC
Polygonum oxyspermum,NB|NS|PE|PM|QC
Polygonum paronychia,BC
Polygonum polygaloides,AB|BC|SK
Polygonum ramosissimum,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Polygonum sawatchense,AB|BC|SK
Polygonum spergulariiforme,AB|BC|SK
Polygonum tenue,ON
Polymnia canadensis,ON
Polypodium amorphum,BC
Polypodium appalachianum,NB|NS|ON|PE|PM|QC
Polypodium glycyrrhiza,BC
Polypodium hesperium,AB|BC
Polypodium scouleri,BC
Polypodium sibiricum,AB|BC|MB|NT|ON|QC|SK|YT
Polypodium virginianum,AB|MB|NB|NS|NT|ON|PE|PM|QC|SK
Polypodium ×incognitum,NB|ON|QC
Polystichum acrostichoides,NB|NS|ON|PE|QC
Polystichum andersonii,BC
Polystichum braunii,BC|NB|NS|ON|PE|PM|QC
Polystichum californicum,BC
Polystichum imbricans,BC
Polystichum kruckebergii,BC
Polystichum lemmonii,BC
Polystichum lonchitis,AB|BC|NS|NT|ON|QC|YT
Polystichum munitum,BC
Polystichum scopulinum,BC|QC
Polystichum setigerum,BC
Polystichum ×hagenahii,ON
Polystichum ×potteri,NB|NS|QC
Pontederia cordata,NB|NS|ON|PE|QC
Populus angustifolia,AB|SK
Populus balsamifera,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Populus deltoides,AB|MB|ON|QC|SK
Populus deltoides var. monilifera × Populus tremuloides,SK
Populus grandidentata,MB|NB|NS|ON|PE|QC
Populus heterophylla,ON
Populus tremuloides,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Populus trichocarpa,AB|BC|YT
Populus ×acuminata,AB|SK
Populus ×brayshawii,AB|BC|SK
Populus ×hastata,AB|BC
Populus ×heimburgeri,ON|QC
Populus ×jackii,AB|MB|NB|NS|ON|QC|SK
Populus ×rouleauiana,ON|QC
Populus ×smithii,NS|ON|QC
Portulaca oleracea,AB|MB|SK
Potamogeton alpinus,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Potamogeton amplifolius,AB|BC|MB|NB|NS|ON|QC|SK
Potamogeton berchtoldii,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Potamogeton bicupulatus,ON
Potamogeton confervoides,NB|NS|ON|PM|QC
